SPEC_ID,PROTECTED = P,GENUS,SPECIES,COUNTRY,LOCALITY,QUARRY,DATE COLLECTED,SEX,BONE,SIDE,AGE,tx12,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16, M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txC,left,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txI1,left,7.0,9.8,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txI2,left,7.0,12.3,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txI3,left,7.0,11.6,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txM1,left,7.0,15.9,,21,,,0,3,1,,5.8,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txM2,left,7.0,16.6,,19.2,,,,3,2,,6.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txM3,left,7.0,18.8,,16.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txP2,left,7.0,25.6,,20.3,,,0,1,0,0,7,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txP3,left,7.0,19.3,,20.5,,,0,2,0,0,6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22907A,,Cremohipparion,matthewi,11,2,Q5,,male,txP4,left,7.0,19.6,,21,,,0,4,2,1,6.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,female,skull,right,7.0,106..2,99.9,,,,,63.4,51.8,117.7,44.9,32.5,34,50.7,35.6,51.4,,,,,,,,,,,,,,,141.9,99,29.6,48.6,,36.8,27,,52.1,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txC,right,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI1,right,7.0,11.5,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI2,right,7.0,13.7,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI3,right,7.0,14.5,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM1,right,7.0,19.6, ,21.3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM2,right,7.0,17.3,,19.4,,,0,0,0,0,7.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM3,right,7.0,17.3,,17.4,,,0,0,0,,"5,7",4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP2,right,7.0,26.6,,20.2,,,0,0,0,0,7.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP3,right,7.0,18.6,,21,,,0,3,0,0,8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22908,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP4,right,7.0,18.3,,20.7,,,0,0,0,0,7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22913,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,left,7.0,241.5,238,22,22.2,31.9,26.9,29.4,9.2,,27.7,,24.2,20.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22914,,Hipparion,dietrichi,11,2,Q5,,unknown,mt3,right,7.0,260.8,252.3,28,27.2,39,33.3,36.3,11.2,5.6,35.9,34.2,29.4,23.1,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22923,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,right,7.0,237.1,230.3,26.3,22.8,37.9,25.5,32.5,10,6.8,33.8,32.5,27.5,22.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22930,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,left,7.0,263,260.7,25.1,22.7,,,,,,33.8,33,28.4,23.4,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22931,,Hipparion,dietrichi,11,2,Q5,,unknown,1ph3,left,7.0,60.8,53.9,28.2,39.5,30.1,31.9,32.3,18.4,6.2,41.3,39.6,13.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22932,,Cremohipparion,matthewi,11,2,Q5,,unknown,1ph3,right,7.0,53.9,49.7,20.4,31.2,25.9,,23.9,14.8,7.9,,37.3,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22933,,Cremohipparion,nikosi,11,2,Q5,,unknown,mc3,left,7.0,193.4,189.9,18.8,18.8,26.4,19.3,24.6,6.4,4.4,26.7,23.4,21.2,17.3,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txC,right,7.0,9.1,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI1,right,7.0,8.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI2,right,7.0,10.4,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txI3,right,7.0,12.3,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM1,right,7.0,13,,"19,1",,,0,0,0,0,6.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM2,right,7.0,14.2,,18.6,,,0,5,4,0,5.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txM3,right,7.0,17.7,,17.1,,,0,0,3,3,6.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP2,right,7.0,21.1,,16.2,,7.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP3,right,7.0,15.7,,17.7,,9.1,0,0,0,0,7.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,matthewi,11,2,Q5,,unknown,txP4,right,7.0,16,,19.6,,,0,0,,0,6.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22936,,Cremohipparion,nikosi,11,2,Q5,,unknown,skull,right,7.0,85.2,172.6,49,,,,55,46.3,100.6,,32.4,40,48.1,34.3,45,,,,128.2,,,,,,,,,  ,47.7,40.3,,21.6,42.4,59.6,38.9,21,42.6,56.3,,
AMNH22942,,Hipparion,dietrichi,11,2,Q5,,unknown,radius,left,7.0,288.4,273,40.6,24.2,64.5,32.6,68.5,59.7,34.4,63.1,21.7,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,skull,no record,8.2,92.1,111.2,0,0,166.1,367.5,78.7,65,141.3,0,0,0,0,0,52.7,0,127.4,0,0,0,0,0,301.2,0,64.3,88.2,0,53.2,46.2,0,0,46.1,66.6,0,36.8,31,40.5,59.5,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txC,no record,8.2,8.4,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txI1,no record,8.2,15,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txI2,no record,8.2,15.9,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txI3,no record,8.2,15.3,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txM1,no record,8.2,21.5,0,23.6,0,0,0,0,0,0,7.9,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txM2,no record,8.2,22.2,0,22.2,0,0,0,0,0,0,6.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txM3,no record,8.2,20.8,0,18.7,0,0,0,0,0,0,6.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txP2,no record,8.2,30.2,0,23,0,0,0,0,0,0,7.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txP3,no record,8.2,24.2,0,25.4,0,0,0,0,0,0,7.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH22990,,Hipparion,dietrichi,11,2,Q6,,unknown,txP4,no record,8.2,23,0,24.7,0,0,0,0,0,0,7.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH23012,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,left,7.2,277.8,270.3,28.7,28.8,41.7,33.6,38.6,11.6,6.2,38.5,37.5,32.2,25.7,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23012,,Hippotherium ,aff. brachypus,11,2,Q1,,unknown,mc3,left,7.2,223.5,214.7,34.7,25.2,46.8,32.6,41.4,14.1,7.1,43.8,42.8,31.5,27.2,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23043A,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,right,7.2,273.4,272.4,24.8,28.3,,37.8,,,,35.5,35.5,31.3,25.6,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23043B,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,right,7.2,286.6,278.5,28.6,31.1,41.5,37.1,39.4,11.6,6,39.7,36.7,33.2,25.9,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23043C,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,right,7.2,280.4,274.2,26.6,28.6,,34.7,,11.7,,37.8,36.6,31.4,24.4,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23043D,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,norecord,7.2,272,,25,25.8,32.6,,,,,34,31.7,26,21.9,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23043E,,Hipparion,dietrichi,11,2,Q1,,unknown,mt3,left,7.2,285.7,280,30.3,27.9,42.3,39.4,38.8,11.5,,41.2,38,31.1,24.7,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23044A,,Hippotherium ,aff. brachypus,11,2,Q1,,unknown,mt3,right,7.2,267.7,260.2,31.2,28,44,36.8,41.3,,,45.5,43.9,35.2,27.1,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23044B,,Hippotherium ,aff. brachypus,11,2,Q1,,unknown,mt3,right,7.2,252.9,246.5,32.1,32.6,44.5,39.4,39.9,14.1,7.6,43,42.6,35.4,28.5,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23044D,,Hippotherium ,aff. brachypus,11,2,Q1,,unknown,mt3,left,7.2,240.7,233.6,31.1,27.9,41.9,37.7,,,,40.3,38.4,34.6,25.6,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23045,,Hippotherium ,aff. brachypus,11,2,Q1,,unknown,mc3,left,7.2,216.6,206.8,34.2,23.2,45.6,29,38.6,15.5,6.5,41,40.6,32,26.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046A,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,left,7.2,230.4,224.2,26.9,20.8,37.6,27.8,34.1,13,,36,34.5,28.8,24.4,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046B,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,right,7.2,243.8,237.4,26.3,23.5,38.2,27.3,35.6,10.3,6.2,35.5,34.5,27,23.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046C,,Hipparion,dietrichi,11,2,Q1,,unknown,mc3,right,7.2,241,236,28,22.5,43.5,31.1,40,14.7,,39.8,38.3,32,26.8,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046D,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,right,7.2,231.3,226.1,26,22.2,35.4,26.7,31,9.9,,,33.5,27.7,23.1,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046F,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,right,7.2,236,226.2,28.5,23.4,39.5,25.4,35.3,13.8,7.4,37.7,35.4,29.8,25.1,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046G,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,right,7.2,226,219.3,25,24.7,33.6,26.4, , , ,39.2,36.8,28.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23046H,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,mc3,right,7.2,233.6,226.9,26.1,22.2,36.1,24.1,32.4,10.6,7.6,33.3,31,27.4,22.2,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23052,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,right,7.0,227.1,219.4,25.7,21.4,36.2,24.8,33.5,11.1,6.2,32.4,34.1,25.4,21.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23054A,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,right,7.0,209.8,203.7,25.5,19.2,33.5,23.3,27,11.5,5.2,29.6,28.4,24.5,20,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23054B,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,right,7.0,200.7,195.7,19.1,18.4,28.7,21.6,25.5,8.9,4.1,26.1,25.5,22,18.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23054C,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,left,7.0,205.5,199.4,22,17.1,30.5,19,27.2,6.7,3.5,27.9,25.9,21.8,18.7,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23054D,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,left,7.0,201.2,198.6,19.7,17.3,30.4,18.7,24,,4.8,26.7,26,22.2,19.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23054E,,Cremohipparion,matthewi,11,2,Q5,,unknown,mc3,left,7.0,204.7,201.1,25.1,18.4,32.8,21.4,,,,,,23.6,20.2,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055A,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,left,7.0,226.4,219.4,21.8,21.4,32,24.2,30,10.5,6.3,27.6,,23,18,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055B,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,left,7.0,244.9,243.1,20.9,22.3,34.5,27.7,31.2,11.2,10.2,27.4,27.7,24.9,19.9,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055C,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,left,7.0,235.6,230.8,24.7,21.5,35.3,27.3,31.4,10,4.7,30.3,28.5,26.8,20.1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055D,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,right,7.0,224,220.3,19.2,20.7,29,28,27.2,8.7,5.2,27.1,25.3,22.8,18.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055E,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,right,7.0,219.7,216.3,20.1,"21,7",27.1,24.8,,,,26.3,24.7,21.9,18.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055F,,Cremohipparion,nikosi,11,2,Q5,,unknown,mt3,right,7.0,213.4,210,17.5,22.4,27,21.9,,,,,19.8,,15.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23055G,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,right,7.0,257.2,251.3,20.8,23.1,36,34,33.6,34,,33.2,31.8,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23059A,,Hipparion,dietrichi,11,2,Q5,,unknown,mc3,right,7.0,228.6,221.8,30.8,22.9,37.7,25.3,33.8,10.1,,39.4,37.1,26.7,23.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23059b,,Hipparion,dietrichi,11,2,Q5,,unknown,mc3,left,7.0,228.8,220.9,28.3,25.2,37.7,24.2,33.6,13.4,,40,37.2,28,23.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23061,,Hipparion,dietrichi,11,2,Q5,,unknown,1ph3,left,7.0,69.1,65.7,28.7,40.6,29.7,31.5,33.9,21.4,8.9,52.8,48.6,12.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23062,,Hipparion,dietrichi,11,2,Q5,,unknown,mt3,left,7.0,271.4,264.1,27,30,31.9,34.3,,,,39.1,41,33.3,25.4,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23064,,Cremohipparion,matthewi,11,2,Q5,,unknown,mt3,right,7.0,237.4,231.6,20.8,22.1,25.6,25.3,32,,6.2,28.6,27.8,24.1,19.4,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23066,,Hipparion,dietrichi,11,2,Q5,,unknown,mc3,right,7.0,225.8,218.9,20.1,17.2,34.5,,,,,30.9,31.3,25.1,19.6,22,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH23066,,Hipparion,dietrichi,11,2,Q5,,unknown,mt3,left,7.0,255.9,249.1,27.7,26.6,40.4,31.6,,,,39.8,38.3,31.9,25.1,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,skull,no record,7.2,115.1,95.4,0,0,0,0,76.9,67.3,141.5,0,31.6,35.2,60.3,33,55.9,0,0,0,151.4,0,0,0,306.3,0,76.5,0,0,0,48.1,144.2,131,33.7,47,0,30,20.6,0,72.4,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txC,no record,7.2,9.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txM1,no record,7.2,22.8,0,20.1,0,0,0,0,0,0,5.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txM2,no record,7.2,23.1,0,19.6,0,0,0,0,0,0,5.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txM3,no record,7.2,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txP2,no record,7.2,28.9,0,20,0,0,0,0,0,0,6.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txP3,no record,7.2,24.4,0,21.5,0,0,0,0,0,0,6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94905,,Hipparion,dietrichi,11,2,Q1,,unknown,txP4,no record,7.2,23.4,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,skull,no record,7.2,96.4,92.7,0,0,0,0,70.9,57.6,128.6,0,34.1,37.2,61,37.6,50.9,0,0,0,0,0,0,0,0,0,85,0,0,0,0,139.8,119.5,29.6,50.2,0,56,14.1,0,46.3,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txI3,no record,7.2,13.3,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txM1,no record,7.2,18.9,0,22,0,0,0,0,0,0,6.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txM2,no record,7.2,19.1,0,20.6,0,0,0,0,0,0,6.8,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txM3,no record,7.2,20,0,19.2,0,0,0,0,0,0,6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txP2,no record,7.2,28.4,0,22.5,0,0,0,0,0,0,7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txP3,no record,7.2,22,0,23.7,0,0,0,0,0,0,6.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Cremohipparion,aff. mediterraneum,11,2,Q1,,unknown,txP4,no record,7.2,19.8,0,23.2,0,0,0,0,0,0,6.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94906,,Hipparion,dietrichi,11,2,Q1,,unknown,txI2,no record,7.2,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AMNH94907,,Hipparion,dietrichi,11,2,Q1,,unknown,skull,left,7.2,,,,,,,,,,,,,63.7,,,,,,,,,,,,,,,,49,,,41.7,54.7,43.3,30.7,32.5,49.2,,,
AMNH94907,,Hipparion,dietrichi,11,2,Q1,,unknown,txM1,left,7.2,20.6,,24,,,1,3,3,1,6.6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94907,,Hipparion,dietrichi,11,2,Q1,,unknown,txM3,left,7.2,23,,19.5,,,1,5,1,0,6.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94907,,Hipparion,dietrichi,11,2,Q1,,unknown,txP3,left,7.2,23.1,,23.7,,,1,4,1,1,6.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94907,,Hipparion,dietrichi,11,2,Q1,,unknown,txP4,left,7.2,21.1,,23.4,,,1,5,1,1,6.3,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94910,,Hipparion,dietrichi,11,2,Q1,,unknown,skull,right,7.2,78.6,87.6,,,,,97,,,39.5,29.2,31.3,51.3,28.9,43.1,,,,,,,,,,,,,,,,,28.1,43.8,42.3,35.2,22.2,32.8,,,
AMNH94910,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP2,right,7.2,71.9,,19.6,,,1,1,1,2,6.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94910,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP3,right,7.2,28.8,,20.8,,,0,2,1,1,4.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94910,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP4,right,7.2,29.9,,17.6,,,1,3,1,0,5.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94911,,Hipparion,dietrichi,11,2,Q1,,unknown,skull,left,7.2,,,,,,,91.9,,,42.7,30.9,32.1,53.1,,,,,,,,,,,,,,,,38.7,,,45.6,48.6,43.4,36.9,24.8,49.2,,,
AMNH94911,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP1,left,7.2,6.3,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94911,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP2,left,7.2,35.7,,22,,,2,3,1,1,6.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94911,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP3,left,7.2,27.9,,21.7,,,2,5,3,1,6.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMNH94911,,Hipparion,dietrichi,11,2,Q1,,unknown,txdP4,left,7.2,29.8,,19.9,,,4,6,2,1,6.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
