"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"8310","La Joyanca","EAP0655","Ope 124 1640","","n/a","735LJ","early Late Classic","600AD-750AD","Odocoileus virginianus","astragalus","","complete",NA,"","Line # 76 astragalus complete, all landmarks are present; significant weathering of cortical surface.","Humerus.Bp",NA,NA
"8311","La Joyanca","EAP0655","Ope. 124 1615","","n/a","736LJ","early Late Classic","600AD-750AD","Odocoileus virginianus","astragalus","","complete",NA,"","Line # 75 astragalus complete all landmarks are present excellent preservation.","Humerus.Bp",NA,NA
"8312","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","737LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","astragalus","","complete",NA,"","Line # 199 astragalus complete all landmarks are present","Humerus.Bp",NA,NA
"8313","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","738LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","astragalus","","complete",NA,"","Line # 200 astragalus 95% all landmarks are present.","Humerus.Bp",NA,NA
"8314","La Joyanca","EAP0655","Ope. 124 T6 6F26(676)","","n/a","750LJ","Late Classic","650-750 AD","Cervidae","calcaneum","","complete",NA,"","","Humerus.Bp",NA,NA
"8315","La Joyanca","EAP0655","Ope. 124 T27-3 (2628)","","n/a","733LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","calcaneum","","almost complete",NA,"","Line # 165 calcaneus almost complete 80% no GL available.","Humerus.Bp",NA,NA
"8316","La Joyanca","EAP0655","Ope. 124 T27-3 (2628)","","n/a","734LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","calcaneum","","articular surface .4",NA,"","Line # 167 calcaneus 40% no GL available.","Humerus.Bp",NA,NA
"8317","La Joyanca","EAP0655","Ope. 124 T27 Niv. 3 Bolsa 2 (2628)","","n/a","741LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","calcaneum","","complete",NA,"","Line # 162 calacaneus complete all landmarks are available.","Humerus.Bp",NA,NA
"8318","La Joyanca","EAP0655","OPE 222 1410","","n/a","701LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","humerus","","",NA,"","Line # 52: humerus proximal and distal ends are missing only SD could be measured.","Humerus.Bp",NA,NA
"8319","La Joyanca","EAP0655","OPE 122 T-3-35-1","","n/a","705LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","humerus","","distal 0.25",NA,"","Line # 236 distal condyles of the humerus lateral edge of condyle is eroded; greatest breadth distal and breadth of the trochlea are unavailable.","Humerus.Bp",NA,NA
"8320","La Joyanca","EAP0655","Ope. 124 T27 Niv. 3 Bolsa 2 (2628)","","n/a","744LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","humerus","","shaft .7",NA,"","Line # 106 humerus shaft only approx 70% SD only.","Humerus.Bp",NA,NA
"8321","La Joyanca","EAP0655","Ope. 124 T6 6F26 (641)","","n/a","785LJ","mixed Early/Late Classic","250-850 AD","Mazama sp.","metacarpal","","distal .6",NA,"","Line # NA [Ope. 124 T6 6F26 (641)] Mazama americanus metacarpal 60% complete trowel trauma sample does not appear on Kitty’s sheet greatest length is a refit—smallest diameter is a refit.","Humerus.Bp",NA,NA
"8322","La Joyanca","EAP0655","OPE 222 1446","","n/a","700LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","metacarpal","","left distal condyle",NA,"","Line # 39: metacarpal with proximal articulation and most of the shaft GL, Bd, Dd, and BFd unavailable; the shaft was complete to the epiphysis line so the SD could be recorded.","Humerus.Bp",NA,NA
"8323","La Joyanca","EAP0655","Ope. 124 T5 6F11 Ext. este (2631)","","n/a","720LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","metacarpal","","proximal 0.6",NA,"","","Humerus.Bp",NA,NA
"8324","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","739LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","metatarsal","","broken .8",NA,"fused distal condyles","Line # 192 metatarsal 80% complete trowel trauma shaft is broken into four pieces that fit together perfectly; proximal articulation is broken laterally, distal condyles are fully fused, epiphysis invisible. Bp, Dp, and SD are unavailable, GL is a refit and should not be used as statistical data.","Humerus.Bp",NA,NA
"8325","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","746LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","metatarsal","","proximal 0.7",NA,"","Line # 192 metatarsal four individuals in the bag only 194a was sufficiently intact for measurement. Bp, Dp and SD recorded the smallest diameter on these specimens seems slightly lower on the shaft than on the Florida deer.","Humerus.Bp",NA,NA
"8326","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","747LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","radius","","proximal .15",NA,"","","Humerus.Bp",NA,NA
"8327","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","748LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","radius","","proximal 0.15",NA,"","Line # 194a: radius proximal end modified artifact Bp, Dp, BFp, and SD taken.","Humerus.Bp",NA,NA
"8328","La Joyanca","EAP0655","Ope. 124 T27 Niv. 2 entre 6F10-11 (2624)","","n/a","749LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","radius","","distal ",NA,"","Line # 194b: radius distal end; in the same bag as 194a, roughly 10% but I don’t see a description for a distal radius with these context numbers on the cervid recording sheet. Also in the bag a few shaft fragments","Humerus.Bp",NA,NA
"8329","La Joyanca","EAP0655","Ope. 124 T27 Niv. 3 Bolsa 2 (2628)","","n/a","740LJ","Terminal Classic","850AD-950AD","Cervidae","scapula","","neck and glenoid",NA,"","Line # 23 scapula neck and glenoid acromium process broken and lip of the glenoid eroded past reasonable use as a measurement SLC and BG recorded.","Humerus.Bp",NA,NA
"8330","La Joyanca","EAP0655","Ope. 124 T27 Niv. 3 Bolsa 2 (2628)","","n/a","745LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","scapula","","glenoid 0.1",NA,"","Line # 154 scapula glenoid articulation only LG, BG’ and GLP recorded","Humerus.Bp",NA,NA
"8331","La Joyanca","EAP0655","Op.130 VE3D T6B Niv. 2 Elem 3 (1801)","","n/a","","Terminal Classic","950AD-1050AD","Odocoileus virginianus","scapula","","distal .2",NA,"","Line # 310 scapula section of neck and glenoid notably the scapular spine was in good shape only ASG measurement was available.","Humerus.Bp",NA,NA
"8332","La Joyanca","EAP0655","Ope. 124 T27-3 (2628)","","n/a","732LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","tibia",""," distal epiphysis an shaft .2 ",NA,"","Line # 172 tibia distal end with fragments of shaft 20% Bd and Dd only.","Humerus.Bp",NA,NA
"8333","La Joyanca","EAP0655","Ope. 124 T27 Niv. 3 Bolsa 2 (2628)","","n/a","742LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","tibia",""," distal 0.5",NA,"","Line # 174 tibia distal end and four shaft fragments.","Humerus.Bp",NA,NA
"8334","La Joyanca","EAP0655","Op.130 VE 5D-3 T6C Niv. 3 (1807)","","n/a","776LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","ulna","","proximal",NA,"fused superior crest only","Line # 338 ulna olecranon only superior crest is fused","Humerus.Bp",NA,NA
"8335","La Joyanca","EAP0655","Op.130 VE 5D-3 T6B Niv. 2 Elem 3 (1801)","","n/a","779LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","ulna","","olecranon .2",NA,"","Line # 320? Ulna inferior portion of the olecranon escribed on the data sheet as fused.  The sample in the bag is heavily eroded.  The superior crest of the olecranon appears to me to be missing approximately where I would expect the suture line for the crest, however this may be biota exploiting the structural weakness of the bone.","Humerus.Bp",NA,NA
"8336","Lamanai","EAP0666","LA883","F430","n/a","599LA","Historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8337","Lamanai","EAP0666","LA834","105","n/a","530LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8338","Lamanai","EAP0666","LA834","107","n/a","531LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8339","Lamanai","EAP0666","LA834","110","n/a","533LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8340","Lamanai","EAP0666","LA834","103","n/a","534LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8341","Lamanai","EAP0666","LA834","108","n/a","535LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8342","Lamanai","EAP0666","LA834","104","n/a","536LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8343","Lamanai","EAP0666","LA834","91","n/a","542LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8344","Lamanai","EAP0666","LA834","93","n/a","544LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8345","Lamanai","EAP0666","LA834","85","n/a","546LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8346","Lamanai","EAP0666","LA834","87","n/a","548LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8347","Lamanai","EAP0666","LA916","20","n/a","551LA","historic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","551LA phalanx1 Odocoileus v. complete. Polished.","Humerus.Bp",NA,NA
"8348","Lamanai","EAP0666","LA63","223","n/a","571LA","Late Post-Classic/later","","Odocoileus virginianus","1st phalanx","L","almost complete",NA,"fused","571LA Phalanx Odocoileus v. almost complete, proximal lateral surface broken.","Humerus.Bp",NA,NA
"8349","Lamanai","EAP0666","LA136","","n/a","572LA","Early Post Classic Buk Phase","","Odocoileus virginianus","1st phalanx","L","almost complete",NA,"fused","572LA phlanx1 Odocoileus v. almost complete. No catalog number available.","Humerus.Bp",NA,NA
"8350","Lamanai","EAP0666","LA834","178","n/a","522LA","historic","","Odocoileus virginianus","astragalus","L","lateral .7",NA,"fused","522LA astragalus Odocoileus v. missing inferior medial corner.","Humerus.Bp",NA,NA
"8351","Lamanai","EAP0666","LA834","169","n/a","523LA","historic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8352","Lamanai","EAP0666","LA834","173","n/a","524LA","historic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8353","Lamanai","EAP0666","LA834","180","n/a","525LA","historic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8354","Lamanai","EAP0666","LA834","167","n/a","526LA","historic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","526LA astragalus Odocoileus v. complete. Six astragali were in the bag, one of which was too damaged for measurement another was missing three of the six landmarks.  ","Humerus.Bp",NA,NA
"8355","Lamanai","EAP0666","LA49","308","n/a","567LA","Early Post-Classic","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","","Humerus.Bp",NA,NA
"8356","Lamanai","EAP0666","LA49","365","n/a","568LA","Early Post-Classic","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","","Humerus.Bp",NA,NA
"8357","Lamanai","EAP0666","LA883","F451","n/a","615LA","Historic","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","","Humerus.Bp",NA,NA
"8358","Lamanai","EAP0666","","","n/a","622LA","","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","622LA astragalus Odocoileus v. almost complete no provenance available.","Humerus.Bp",NA,NA
"8359","Lamanai","EAP0666","","","n/a","624LA","","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","624LA astragalus Odocoileus v. almost complete no provenance available.","Humerus.Bp",NA,NA
"8360","Lamanai","EAP0666","LA834","11","n/a","509LA","historic","","Odocoileus virginianus","calcaneum","L","almost complete",NA,"fused","509LA calcaneus Odocoileus v. almost complete, fused, double peak, photo for reference.","Humerus.Bp",NA,NA
"8361","Lamanai","EAP0666","LA916","40","n/a","557LA","historic","","Odocoileus virginianus","calcaneum","L","almost complete",NA,"fused","557LA calcaneus Odocoileus v. almost complete, fused, single peak, photo.","Humerus.Bp",NA,NA
"8362","Lamanai","EAP0666","LA62","N02","n/a","581LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","581LA calcaneus Odocoileus v. almost complete gracile single peak photo","Humerus.Bp",NA,NA
"8363","Lamanai","EAP0666","LA62","N07","n/a","582LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","582LA calcaneus Odocoileus v. complete, single peak photo.","Humerus.Bp",NA,NA
"8364","Lamanai","EAP0666","LA62","F005","n/a","610LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","610LA calcaneus Odocoileus v. complete single peak, photo","Humerus.Bp",NA,NA
"8365","Lamanai","EAP0666","LA883","N001","n/a","559LA","historic","","Odocoileus virginianus","femur","L","distal .2",NA,"fused","559LA femur Odocoileus v. distal 20% condyles only considerable erosion Bd and Dd suspect.","Humerus.Bp",NA,NA
"8366","Lamanai","EAP0666","LA834","133","n/a","510LA","historic","","Odocoileus virginianus","humerus","L","distal .15",NA,"fused","510LA humerus Odocoileus v. distal 15% articulation only, minor erosion along lateral lip.","Humerus.Bp",NA,NA
"8367","Lamanai","EAP0666","LA883","F400","n/a","578LA","Historic","","Odocoileus virginianus","humerus","L","proximal .2",NA,"fused","578LA humerus Odocoileus v. proximal 20% humeral head and trochanter, epiphysis fused but visible, significant erosion on lateral surface of humeral head.","Humerus.Bp",51.82,NA
"8368","Lamanai","EAP0666","LA883","F388","n/a","579LA","Historic","","Odocoileus virginianus","humerus","L","distal .2",NA,"fused","579LA humerus Odocoileus v. distal 20% shaft broken possibly  the distal end of 578LA good preservation of cortical bone.","Humerus.Bp",NA,NA
"8369","Lamanai","EAP0666","LA187","F269","n/a","608LA","Early Post Classic Buk Phase","","Odocoileus virginianus","humerus","L","distal .6",NA,"fused","608LA humerus Odocoileus v. distal 60% lateral edge of distal condyle missing possibly chopped off in butchering. Possible gnaw marks. Constriction of the trochlea seems unusually smooth.","Humerus.Bp",NA,NA
"8370","Lamanai","EAP0666","LA62","F016","n/a","609LA ","Early Post-Classic","","Odocoileus virginianus","humerus","L","distal .5",NA,"fused","609LA humerus Odocoileus v. distal 50% broken mid shaft, gnaw marks lateral edge of trochlea.","Humerus.Bp",NA,NA
"8371","Lamanai","EAP0666","LA187","180","n/a","600LA","Early Post Classic Buk Phase","","Mazama sp.","metacarpal","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8372","Lamanai","EAP0666","LA834","227","n/a","597LA","Historic","","Mazama sp.","metatarsal","L","complete",NA,"fused","","Humerus.Bp",NA,NA
"8373","Lamanai","EAP0666","LA834","262","n/a","500LA","historic","","Odocoileus virginianus","metatarsal","L","proximal .2",NA,"fused","500LA metatarsal Odocoileus v. proximal 20%. SDt is suspect.","Humerus.Bp",NA,NA
"8374","Lamanai","EAP0666","LA187","182","n/a","601LA","Early Post Classic Buk Phase","","Mazama sp.","radius","L","proximal .9",NA,"fused","601LA radius Mazama sp. Proximal 90% significant ridging along the ulnar groove probably a mature animal.","Humerus.Bp",NA,NA
"8375","Lamanai","EAP0666","LA62","N272","n/a","577LA","Early Post-Classic","","Cervidae","tibia","L","distal .2",NA,"fused","577LA tibia Odocoileus v. distal 20% odd little layer of the cortical bone photo taken.","Humerus.Bp",NA,NA
"8376","Lamanai","EAP0666","LA883","F489","n/a","598LA","Historic","","Cervidae","tibia","L","distal .2",NA,"fused","598LA tibia Cervid distal 20% Bd and Dd only. Bag is labled WTD contains two femur shafts without articular ends and a burned distal humerus that are greatly larger than this tibia could be goat but my best guess is mazama a.","Humerus.Bp",NA,NA
"8377","Lamanai","EAP0666","LA187","246","n/a","561LA","Early Post Classic Buk Phase","","Mazama americanus","tibia","L","proximal .9",NA,"fused","561LA tibia Mazama a. proximal 90% polished epiphysis fused but open, significant erosion Bp is suspect.","Humerus.Bp",NA,NA
"8378","Lamanai","EAP0666","LA187","F338","n/a","593LA","Early Post Classic Buk Phase","","Mazama americanus","tibia","L","proximal .2",NA,"fused","593LA tibia Mazama a. proximal 20% minor erosion","Humerus.Bp",NA,NA
"8379","Lamanai","EAP0666","LA834","153","n/a","512LA ","historic","","Odocoileus virginianus","tibia","L","distal .1",NA,"fused","512LA tibia Odocoileus v. distal 9%  articulation only small-ish","Humerus.Bp",NA,NA
"8380","Lamanai","EAP0666","LA834","151","n/a","513LA","historic","","Odocoileus virginianus","tibia","L","distal .4",NA,"fused","","Humerus.Bp",NA,NA
"8381","Lamanai","EAP0666","LA834","149","n/a","514LA","historic","","Odocoileus virginianus","tibia","L","distal .5",NA,"fused","514LA tibia Odocoileus v. distal 50% fused but epiphysis open.","Humerus.Bp",NA,NA
"8382","Lamanai","EAP0666","LA834","152","n/a","515LA","historic","","Odocoileus virginianus","tibia","L","distal .2",NA,"fused","","Humerus.Bp",NA,NA
"8383","Lamanai","EAP0666","LA916","32","n/a","549LA","historic","","Odocoileus virginianus","tibia","L","distal .3",NA,"fused","549LA tibia Odocoileus v.? distal 30% shaft is split longitudally, minor erosions around articular lip. Very small individual but larger than mainland Mazama’s. so far the deer from this site are much smaller than other Maya collections observed.  ","Humerus.Bp",NA,NA
"8384","Lamanai","EAP0666","LA883","F491","n/a","604LA","Historic","","Odocoileus virginianus","tibia","L","proximal .2",NA,"fused","604LA tibia Odocoileus v. proximal 20% articular facets only.","Humerus.Bp",NA,NA
"8385","Lamanai","EAP0666","LA916","31","n/a","555LA","historic","","Odocoileus virginianus","ulna","L","proximal .5",NA,"fused","555LA ulna Odocoileus v. proximal 50% superior crest present shaft broken.","Humerus.Bp",NA,NA
"8386","Lamanai","EAP0666","LA187","F341","n/a","606LA","Early Post Classic Buk Phase","","Odocoileus virginianus","ulna","L","proximal .3",NA,"fused","606LA ulna Odocoileus v. proximal 30%  shaft is broken superior crest present, robust with prominent muscle scars, minor erosion of superior anterior edge of crest.","Humerus.Bp",NA,NA
"8387","Lamanai","EAP0666","LA187","F337","n/a","607LA ","Early Post Classic Buk Phase","","Odocoileus virginianus","ulna","L","proximal .5",NA,"fused","607LA ulna Odocoileus v. proximal 50% shaft is broken Olecranon is almost complete, significant degeneration medial and lateral surface along fusion line of superior crest.","Humerus.Bp",NA,NA
"8388","Lamanai","EAP0666","LA28","","n/a","563LA","","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","563LA phalanx1 Odocoileus v. complete, no catalog number available.","Humerus.Bp",NA,NA
"8389","Lamanai","EAP0666","LA834","101","n/a","527LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","527LA phalanx1 Odocoileus v. complete, 1 of 23","Humerus.Bp",NA,NA
"8390","Lamanai","EAP0666","LA834","112","n/a","528LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","528LA phalanx1 Odocoileus v. complete long and gracil.","Humerus.Bp",NA,NA
"8391","Lamanai","EAP0666","LA834","100","n/a","529LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8392","Lamanai","EAP0666","LA834","102","n/a","532LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8393","Lamanai","EAP0666","LA834","99","n/a","537LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8394","Lamanai","EAP0666","LA834","95","n/a","538LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8395","Lamanai","EAP0666","LA834","90","n/a","539LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8396","Lamanai","EAP0666","LA834","96","n/a","540LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8397","Lamanai","EAP0666","LA834","97","n/a","541LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8398","Lamanai","EAP0666","LA834","94","n/a","543LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8399","Lamanai","EAP0666","LA834","86","n/a","545LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8400","Lamanai","EAP0666","LA834","84","n/a","547LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8401","Lamanai","EAP0666","LA916","21","n/a","552LA","historic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8402","Lamanai","EAP0666","LA63","102","n/a","570LA","Late Post-Classic/later","","Odocoileus virginianus","1st phalanx","R","almost complete",NA,"fused","570LA phalanx Odocoileus v. almost complete, minor breakage of distal articulation.","Humerus.Bp",NA,NA
"8403","Lamanai","EAP0666","LA24","","n/a","565LA","Historic","","Odocoileus virginianus","2nd phalanx","R","almost complete",NA,"fused","565LA phalanx2 odocoileus v. almost complete medulla cavity is exposed, no catalog number available.","Humerus.Bp",NA,NA
"8404","Lamanai","EAP0666","LA810","","n/a","588LA","Historic","","Cervidae","astragalus","R","almost complete",NA,"fused","588LA astragalus cervid almost complete, probably Odocoileus v. but very small individual, no catalog number available.","Humerus.Bp",NA,NA
"8405","Lamanai","EAP0666","LA916","38","n/a","556LA","historic","","Odocoileus virginianus","astragalus","R","complete",NA,"fused","","Humerus.Bp",NA,NA
"8406","Lamanai","EAP0666","LA187","279","n/a","560LA","Early Post Classic Buk Phase","","Odocoileus virginianus","astragalus","R","almost complete",NA,"fused","560LA astragalus Odocoileus v. almost complete.","Humerus.Bp",NA,NA
"8407","Lamanai","EAP0666","LA62","F020","n/a","614LA","Early Post-Classic","","Odocoileus virginianus","astragalus","R","almost complete",NA,"fused","","Humerus.Bp",NA,NA
"8408","Lamanai","EAP0666","LA883","F406","n/a","616LA","Historic","","Odocoileus virginianus","astragalus","R","0.7",NA,"fused","616LA astragalus Odocoileus v. lateral surface intact 70% chop and cut-marks on medial inferior surface.","Humerus.Bp",NA,NA
"8409","Lamanai","EAP0666","","","n/a","621LA","","","Odocoileus virginianus","astragalus","R","complete",NA,"fused","621LA astragalus Odocoileus v. complete no provenance available.","Humerus.Bp",NA,NA
"8410","Lamanai","EAP0666","","","n/a","623LA","","","Odocoileus virginianus","astragalus","R","almost complete",NA,"fused","623LA astragalus Odocoileus v. almost complete no provenance available.","Humerus.Bp",NA,NA
"8411","Lamanai","EAP0666","","","n/a","625LA","","","Odocoileus virginianus","calcaneum","R","complete",NA,"fused","625LA calcaneus Odocoileus v. complete no provenance available, single peak, photo.","Humerus.Bp",NA,NA
"8412","Lamanai","EAP0666","LA187","F274","n/a","595LA","Early Post Classic Buk Phase","","Mazama americanus","calcaneum","R","complete",NA,"fused","595LA calcaneus Mazama a. complete, single nob-like peak photo","Humerus.Bp",NA,NA
"8413","Lamanai","EAP0666","LA834","6","n/a","503LA","historic","","Odocoileus virginianus","calcaneum","R","almost complete",NA,"fused","503LA calcaneus Odocoileus v. almost complete single peak photographed for reference.","Humerus.Bp",NA,NA
"8414","Lamanai","EAP0666","LA834","9","n/a","505LA","historic","","Odocoileus virginianus","calcaneum","R","proximal .6",NA,"fused","505LA calcaneus Odocoileus v. proximal 60% articulation broken.","Humerus.Bp",NA,NA
"8415","Lamanai","EAP0666","LA62","N08","n/a","583LA","Early Post-Classic","","Odocoileus virginianus","calcaneum","R","complete",NA,"fused","583LA calcaneus Odocoileus v. complete single peak and mesa, photo","Humerus.Bp",NA,NA
"8416","Lamanai","EAP0666","LA883","F452","n/a","613LA","Historic","","Odocoileus virginianus","calcaneum","R","complete",NA,"fused","613LA calcaneus Odocoileus v. complete. Single peak photo","Humerus.Bp",NA,NA
"8417","Lamanai","EAP0666","LA62","F052","n/a","592LA","Early Post-Classic","","Mazama americanus","femur","R","proximal",NA,"fused","592LA femur Mazama a. proximal 20% femoral head and trochanter only.","Humerus.Bp",NA,NA
"8418","Lamanai","EAP0666","","","n/a","596LA","","","Mazama americanus","femur","R","complete",NA,"fused","596LA femur Mazama a. almost complete cortical surface of femoral head and trochanter are almost completely dissolved. Bone is bleach-white as if it has been cooked and mottled with green staining.  There are no identifying marks on either the bone or the bag it was in. Almost certainly a modern intrusion, bagged and tagged.","Humerus.Bp",NA,NA
"8419","Lamanai","EAP0666","LA62","F007","n/a","575LA","Early post-Classic","","Odocoileus virginianus","femur","R","almost comlete",NA,"fused","575LA femur Odocoileus v. almost complete, significant erosion on medial and lateral edges of distal condyles, trochanter is broken and missing, distal and proximal epiphysis are fused and obscured.","Humerus.Bp",NA,NA
"8420","Lamanai","EAP0666","LA212","6","n/a","562LA","Middle Post Classic","","Cervidae","humerus","R","Proximal",NA,"fused","562LA humerus Artidactyl proximal 20% unusually good preservation  for proximal humerus. Tag in bag says Mazama but specimen is more in the WTD size range, very few of these bags have any tags.  ","Humerus.Bp",38.12,NA
"8421","Lamanai","EAP0666","LA834","132","n/a","511LA","historic","","Odocoileus virginianus","humerus","R","distal .10",NA,"fused","511LA humerus Odocoileus v. distal 10% posterior surface of shaft and condyles missing considerable erosion.","Humerus.Bp",NA,NA
"8422","Lamanai","EAP0666","LA834","261","n/a","501LA","historic","","Odocoileus virginianus","metacarpal","R","proximal .2",NA,"fused","501LA metacarpal Odocoileus v. proximal 20%","Humerus.Bp",NA,NA
"8423","Lamanai","EAP0666","LA916","54","n/a","584LA","Historic","","Mazama sp.","metatarsal","R","complete",NA,"fused","584LA metatarsal Mazama a. complete","Humerus.Bp",NA,NA
"8424","Lamanai","EAP0666","LA834","228","n/a","519LA ","historic","","Odocoileus virginianus","metatarsal","R","proximal .3",NA,"fused","519LA metatarsal Odocoileus v. ? proximal .3 posterior surface missing Bp only.","Humerus.Bp",NA,NA
"8425","Lamanai","EAP0666","LA24","1","n/a","564LA","Historic","","Cervidae","radius","R","proximal .5",NA,"fused","564LA Radius Cervid proximal 50% could be Mazama or Odocoileus","Humerus.Bp",NA,NA
"8426","Lamanai","EAP0666","LA834","159","n/a","502LA","historic","","Odocoileus virginianus","radius","R","proximal .3",NA,"fused","502LA radius Odocoileus v. proximal 30% minor erosion around the articular surface cut-marks.","Humerus.Bp",NA,NA
"8427","Lamanai","EAP0666","LA916","35","n/a","585LA","Historic","","Odocoileus virginianus","radius","R","proximal .2",NA,"fused","585LA radius Odocoileus v. proximal 20%","Humerus.Bp",NA,NA
"8428","Lamanai","EAP0666","","","n/a","620LA","","","Odocoileus virginianus","radius","R","proximal .4",NA,"fused","620LA radius Odocoileus v. proximal 40% no provenance available. Bone is white and chalky two separate islands of woven bone appear on posterior surface.","Humerus.Bp",NA,NA
"8429","Lamanai","EAP0666","LA834","165","n/a","517LA","historic","","Odocoileus virginianus","scapula","R","distal .2",NA,"fused","517LA scapula Odocoileus v. distal 20% glenoid only.","Humerus.Bp",NA,NA
